2034	120	5 9 6	112	ddh	1	5.00
2033	121	6 8 8	112	ddh	0	0.00
2034	122	3 1 1	112	ddh	0	0.00
2034	123	9 9 0	112	ddh	0	0.00
2034	124	0 8 4	112	ddh	0	0.00
2034	125	4 0 1	112	ddh	0	0.00
2034	126	1 1 8	112	ddh	1	5.00
2034	127	8 7 9	112	ddh	0	0.00
2035	128	7 8 2	105	WZY	1	10.00
2035	129	2 0 9	105	WZY	1	10.00
2035	130	0 0 5	105	WZY	0	0.00
2035	131	3 2 9	105	WZY	2	50.00
2035	132	4 1 5	105	WZY	0	0.00
2036	133	4 7 5	105	WZY	0	0.00
2036	134	2 6 7	105	WZY	0	0.00
2036	135	3 7 8	105	WZY	0	0.00
2036	136	9 3 6	105	WZY	0	0.00
2036	137	0 8 0	105	WZY	1	20.00
2036	138	2 3 6	112	ddh	0	0.00
2036	139	1 3 6	112	ddh	1	20.00
2036	140	8 5 7	112	ddh	0	0.00
2036	141	0 0 7	112	ddh	0	0.00
2036	142	4 1 8	112	ddh	0	0.00
2037	143	9 0 5	104	yq	0	0.00
2037	144	6 2 0	104	yq	0	0.00
2037	145	6 5 6	104	yq	0	0.00
2037	146	3 1 9	104	yq	1	2.00
2037	147	2 0 9	104	yq	0	0.00
2037	148	3 1 2	113	1	1	2.00
2037	149	6 3 6	113	1	0	0.00
2037	150	1 0 6	113	1	1	2.00
2037	151	5 3 5	113	1	0	0.00
2037	152	1 5 7	113	1	2	10.00
2037	153	3 1 2	103	qjm	1	2.00
2037	154	2 4 6	103	qjm	0	0.00
2037	155	4 2 3	103	qjm	0	0.00
2037	156	6 4 6	103	qjm	0	0.00
2037	157	9 3 8	103	qjm	0	0.00
2038	158	7 6 8	103	qjm	1	5.00
2038	159	0 0 4	103	qjm	0	0.00
2038	160	6 8 7	103	qjm	0	0.00
2038	161	6 9 9	103	qjm	0	0.00
2038	162	7 4 5	103	qjm	3	500.00
2039	163	3 2 0	103	qjm	0	0.00
2039	164	2 1 1	103	qjm	0	0.00
2039	165	1 9 9	103	qjm	1	5.00
2039	166	0 6 3	103	qjm	1	5.00
2039	167	3 0 6	103	qjm	1	5.00
2039	168	4 7 3	104	yq	0	0.00
2039	169	7 2 7	104	yq	0	0.00
2039	170	1 1 1	104	yq	1	5.00
2039	171	3 1 8	104	yq	0	0.00
2039	172	5 1 1	104	yq	0	0.00
2040	173	1 9 3	112	ddh	0	0.00
2040	174	9 6 0	112	ddh	0	0.00
2040	175	6 4 3	112	ddh	0	0.00
2040	176	0 3 2	112	ddh	0	0.00
2040	177	2 4 7	112	ddh	0	0.00
2040	178	6 8 7	103	qjm	0	0.00
2040	179	1 7 2	103	qjm	0	0.00
2040	180	7 8 4	103	qjm	0	0.00
2040	181	4 7 3	103	qjm	1	5.00
2040	182	9 8 4	103	qjm	0	0.00
2041	183	5 2 9	103	qjm	0	0.00
2041	184	4 1 8	103	qjm	0	0.00
2041	185	8 0 5	103	qjm	0	0.00
2041	186	5 5 0	103	qjm	0	0.00
2041	187	5 7 5	103	qjm	0	0.00
2042	188	7 8 9	103	qjm	0	0.00
2042	189	8 7 4	103	qjm	1	5.00
2042	190	3 6 1	103	qjm	0	0.00
2042	191	2 6 4	103	qjm	0	0.00
2042	192	4 8 1	103	qjm	0	0.00
2042	193	2 1 8	104	yq	0	0.00
2042	194	2 5 5	104	yq	0	0.00
2042	195	0 7 0	104	yq	1	5.00
2042	196	8 8 2	104	yq	0	0.00
2042	197	2 5 8	104	yq	0	0.00
